"","Observed","Chao1","se.chao1","ACE","se.ACE","Shannon","Simpson","InvSimpson","Fisher"
"SRR5098601",9,9,0,NA,NA,1.40954711268161,0.666197184119099,2.99578059987605,0.839294780692486
"SRR5098602",11,11,0,NA,NA,0.518746307325825,0.182705546040205,1.22354923021317,1.02693004683285
"SRR5098603",9,9,0,NA,NA,1.58012956267972,0.740431010335804,3.85254032576734,0.959923068322975
"SRR5098604",4,4,0,NA,NA,0.275324605573491,0.108042361774773,1.12112947649594,0.338539172196726
"SRR5098605",8,8,0,NA,NA,1.95436498492634,0.841048114702623,6.29121194837756,0.850711707792292
"SRR5098606",3,3,0,NA,NA,1.06585825700062,0.646389054134444,2.82796675751152,0.438497276968293
"SRR5098607",4,4,0,NA,NA,0.087204008111091,0.0305023122045794,1.03146197519454,0.289542082789392
"SRR5098609",2,2,0,NA,NA,0.689962869973495,0.496819070795952,1.987356717954,0.221575737849697
"SRR5098610",4,4,0,NA,NA,0.301631870488524,0.135844245918673,1.15719879810682,0.331294219969299
"SRR5098611",3,3,0,NA,NA,0.610569400343347,0.324654707387613,1.48072402508615,0.279548439568284
"SRR5098613",5,5,0,NA,NA,1.41401922720998,0.737725443606196,3.81279836576487,0.543261171226623
"SRR5098614",19,19,0,NA,NA,1.09294837285657,0.381332724058773,1.61637771850567,1.85473782807951
"SRR5098668",12,12,0,NA,NA,1.76738472719689,0.748271093033412,3.97252747827141,1.21699600374593
"SRR5098669",4,4,0,NA,NA,0.878564294211023,0.48649878122321,1.94741504680767,0.369227393405482
"SRR5098671",6,6,0,NA,NA,1.1484862436609,0.614701488832455,2.59539025201464,0.542882524344647
"SRR5098673",12,12,0,NA,NA,0.856988488935015,0.326283823643586,1.48430457081822,1.11164453506293
"SRR5098675",18,18,0,NA,NA,2.42913471320159,0.875721409064513,8.04643818756444,1.86661412513391
"SRR5098676",0,0,NA,NA,NA,0,1,Inf,0
"SRR5098677",5,5,0,NA,NA,0.639259383912573,0.298267296987836,1.42504403130641,0.586114997095872
"SRR5098678",6,6,0,NA,NA,0.65023137528276,0.277042794908448,1.38320773754978,0.681503648374542
